date,car_1,car_2,gender,death,injury,lng,lat,danger_value
20200213,機車,普通重型,女,1,0,120.489331,22.58792,10
20200213,機車,普通重型,男,1,0,120.489331,22.58792,10
20200213,機車,普通重型,女,1,0,120.684991,24.315208,10
20200214,機車,普通重型,男,1,0,121.573208,25.040984,10
20200214,機車,普通重型,女,1,0,121.239519,24.965301,10
20200214,機車,普通重型,男,1,2,121.283838,24.90032,12
20200214,機車,普通重型,男,1,1,120.338609,22.735928,11
20200214,機車,普通重型,男,1,1,120.550226,23.870618,11
20200214,機車,普通重型,男,1,0,120.515577,23.929528,10
20200215,機車,普通重型,女,1,4,120.6341,24.1582,14
20200215,機車,普通重型,男,1,1,121.125485,24.725067,11
20200215,機車,普通重型,女,1,0,120.5538,22.88563,10
20200215,機車,普通重型,男,1,0,120.510923,24.229581,10
20200215,機車,普通重型,男,1,1,120.428613,22.566091,11
20200216,機車,普通重型,男,1,0,120.205043,23.108097,10
20200217,機車,普通重型,男,1,0,120.2776,22.81389,10
20200217,機車,普通重型,男,1,0,120.687567,24.141523,10
20200217,機車,普通重型,女,1,0,120.426237,23.478666,10
20200217,機車,普通重型,女,1,0,120.405571,23.884739,10
20200217,機車,普通重型,男,1,1,121.009783,24.897133,11
20200217,機車,普通重型,男,1,1,121.363383,24.91885,11
20200217,機車,普通重型,男,1,1,121.363383,24.91885,11
20200218,機車,普通重型,男,1,1,121.045901,22.688899,11
20200218,機車,普通重型,男,1,1,121.045901,22.688899,11
20200218,機車,普通重型,女,1,0,121.311729,23.313432,10
20200218,機車,普通重型,男,1,0,121.353384,23.455916,10
20200219,機車,普通重型,女,1,0,120.258159,23.224577,10
20200220,機車,普通重型,男,1,0,120.61864,24.103373,10
20200220,機車,普通重型,男,1,0,120.493165,22.706139,10
20200220,機車,普通重型,女,1,0,121.759145,24.778216,10
20200220,機車,普通重型,女,1,0,120.270262,22.948743,10
20200220,機車,普通重型,男,1,0,120.653593,22.257372,10
20200220,機車,普通重型,男,1,2,121.802695,24.832248,12
20200220,機車,普通重型,男,1,2,121.802695,24.832248,12
20200220,機車,普通重型,男,1,0,120.452875,23.65676,10
20200221,機車,普通重型,女,1,0,121.452619,25.036297,10
20200221,機車,普通重型,男,1,0,121.584104,25.047024,10
20200221,機車,普通重型,女,1,0,121.201632,22.861125,10
20200221,機車,普通重型,男,1,1,120.3114,22.64077,11
20200221,機車,普通重型,男,1,1,120.3114,22.64077,11
20200221,機車,普通重型,男,1,0,121.35652,25.010873,10
20200222,機車,普通重型,男,1,0,120.58615,22.669025,10
20200222,機車,普通重型,女,1,0,120.694425,24.148235,10
20200222,機車,普通重型,男,1,1,120.449423,23.470789,11
20200222,機車,普通重型,男,1,0,121.783614,24.648988,10
20200222,機車,普通重型,男,1,0,121.397387,23.129028,10
20200223,機車,普通重型,男,1,0,120.598221,24.390936,10
20200223,機車,普通重型,男,1,1,121.563447,25.083408,11
20200223,機車,普通重型,男,1,0,120.945122,24.618257,10
20200224,機車,普通重型,男,1,0,120.545957,23.931827,10
20200224,機車,普通重型,男,1,0,120.1857,22.91516,10
20200224,機車,普通重型,男,1,0,120.546924,23.382683,10
20200224,機車,普通重型,男,1,0,120.586917,22.635813,10
20200225,機車,普通重型,男,1,0,121.134942,22.746403,10
20200225,機車,普通重型,男,1,0,120.192548,23.434954,10
20200225,機車,普通重型,男,1,0,121.221038,24.881428,10
20200225,機車,普通重型,男,1,0,120.955513,24.804773,10
20200226,機車,普通重型,女,1,2,121.454057,25.180084,12
20200226,機車,普通重型,男,1,2,121.454057,25.180084,12
20200226,機車,普通重型,女,1,2,121.454057,25.180084,12
20200226,機車,普通重型,女,1,0,120.699343,24.077628,10
20200226,機車,普通重型,男,1,1,118.381359,24.447018,11
20200226,機車,普通重型,男,1,0,121.728101,24.693393,10
20200227,機車,普通重型,男,1,1,120.430075,22.645565,11
20200227,機車,普通重型,女,1,1,120.430075,22.645565,11
20200227,機車,普通重型,女,1,0,120.53276,23.462988,10
20200227,機車,普通重型,男,1,0,120.37453,23.706407,10
20200227,機車,普通重型,女,1,0,120.698289,24.099003,10
20200227,機車,普通重型,女,1,0,120.254504,23.698552,10
20200227,機車,普通重型,女,1,3,121.199665,24.928757,13
20200228,機車,普通重型,男,1,0,120.214076,23.098024,10
20200228,機車,普通重型,男,1,0,120.558638,23.061431,10
20200228,機車,普通重型,女,1,0,120.4443,22.728,10
20200228,機車,普通重型,男,1,1,120.176915,23.056186,11
20200228,機車,普通重型,男,1,0,120.602105,22.634235,10
20200228,機車,普通重型,男,1,0,120.548271,23.969586,10
20200228,機車,普通重型,男,1,0,121.742516,24.273105,10
20200228,機車,普通重型,女,1,1,120.696528,24.153163,11
20200229,機車,普通重型,女,1,1,121.013215,24.835153,11
20200229,機車,普通重型,女,1,1,121.003461,23.977598,11
20200301,機車,普通重型,男,1,0,120.439108,23.764163,10
20200301,機車,普通重型,女,1,0,121.258067,24.924933,10
20200302,機車,普通重型,男,1,0,120.384436,22.770737,10
20200302,機車,普通重型,男,1,0,120.632373,24.323856,10
20200302,機車,普通重型,男,1,0,120.71215,24.093953,10
20200302,機車,普通重型,女,1,0,120.594378,22.688523,10
20200303,機車,普通重型,男,1,0,120.663997,24.075449,10
20200303,機車,普通重型,男,1,1,120.727337,23.98081,11
20200303,機車,普通重型,男,1,1,121.461328,25.036859,11
20200303,機車,普通重型,男,1,1,121.461328,25.036859,11
20200304,機車,普通重型,男,1,1,121.31089,23.271804,11
20200304,機車,普通重型,女,1,0,121.292538,25.006843,10
20200304,機車,普通重型,男,1,0,120.38929,23.151364,10
20200304,機車,普通重型,男,1,2,120.300584,23.581262,12
20200305,機車,普通重型,男,1,0,120.391683,22.495873,10
20200305,機車,普通重型,女,1,0,120.204288,23.65081,10
20200305,機車,普通重型,男,1,0,120.190537,22.87961,10
20200306,機車,普通重型,男,1,1,120.862887,24.698543,11
20200306,機車,普通重型,女,1,0,121.790643,24.694592,10
20200306,機車,普通重型,女,1,0,120.355911,22.904987,10
20200307,機車,普通重型,男,1,0,120.445257,23.48219,10
20200307,機車,普通重型,男,1,0,120.49163,24.121948,10
20200307,機車,普通重型,男,1,0,120.935694,24.802703,10
20200308,機車,普通重型,男,1,0,120.343943,22.681755,10
20200308,機車,普通重型,男,1,0,121.106665,22.783861,10
20200308,機車,普通重型,男,1,1,120.678253,23.987026,11
20200309,機車,普通重型,男,1,0,120.8468,23.26598,10
20200309,機車,普通重型,男,1,0,120.31718,22.722838,10
20200309,機車,普通重型,男,1,0,120.180579,23.234617,10
20200309,機車,普通重型,男,1,0,121.095984,22.781152,10
20200309,機車,普通重型,男,1,0,121.567606,25.035825,10
20200310,機車,普通重型,女,1,0,121.108977,24.994317,10
20200310,機車,普通重型,男,1,1,120.310994,23.630367,11
20200310,機車,普通重型,男,1,1,120.299351,23.572635,11
20200311,機車,普通重型,男,1,0,120.334864,22.794076,10
20200311,機車,普通重型,女,1,0,120.435066,23.538769,10
20200312,機車,普通重型,男,1,0,121.097389,24.924744,10
20200313,機車,普通重型,女,1,0,120.974677,24.812974,10
20200313,機車,普通重型,男,1,0,120.632158,24.182925,10
20200314,機車,普通重型,男,1,1,120.576664,23.860245,11
20200314,機車,普通重型,女,1,0,120.213342,23.116782,10
20200315,機車,普通重型,男,1,0,120.551511,23.629098,10
20200315,機車,普通重型,女,1,0,121.77222,24.645518,10
20200315,機車,普通重型,女,1,0,121.641177,24.118583,10
20200316,機車,普通重型,男,1,0,121.513227,25.097765,10
20200316,機車,普通重型,男,1,0,120.240936,23.049305,10
20200316,機車,普通重型,男,1,1,120.217885,22.918212,11
20200316,機車,普通重型,男,1,1,120.217885,22.918212,11
20200316,機車,普通重型,男,1,0,120.569845,22.815351,10
20200316,機車,普通重型,男,1,1,120.297,22.64942,11
20200316,機車,普通重型,男,1,1,120.297,22.64942,11
20200316,機車,普通重型,女,1,0,121.3373,24.972581,10
20200316,機車,普通重型,男,1,0,120.617143,24.153727,10
20200316,機車,普通重型,男,1,2,120.47388,24.019044,12
20200316,機車,普通重型,男,1,2,120.47388,24.019044,12
20200317,機車,普通重型,男,1,1,121.484274,25.088247,11
20200317,機車,普通重型,男,1,1,121.484274,25.088247,11
20200317,機車,普通重型,男,1,0,120.277396,22.988675,10
20200317,機車,普通重型,男,1,0,120.30152,22.62716,10
20200317,機車,普通重型,男,1,0,120.866945,23.98354,10
20200318,機車,普通重型,男,1,0,121.252718,24.970195,10
20200318,機車,普通重型,男,1,1,121.541167,24.962589,11
20200318,機車,普通重型,男,1,1,120.382972,23.949461,11
20200318,機車,普通重型,男,1,1,120.382972,23.949461,11
20200318,機車,普通重型,男,1,1,120.881339,24.691508,11
20200319,機車,普通重型,男,1,0,120.208028,23.204973,10
20200319,機車,普通重型,男,1,0,120.578565,24.17828,10
20200319,機車,普通重型,男,1,0,120.370029,23.787241,10
20200319,機車,普通重型,男,1,0,120.285238,23.567152,10
20200319,機車,普通重型,男,1,0,120.377783,23.237871,10
20200320,機車,普通重型,女,1,0,121.457766,25.097622,10
20200320,機車,普通重型,男,1,1,121.250159,24.942276,11
20200320,機車,普通重型,男,1,0,120.258045,23.01595,10
20200320,機車,普通重型,男,1,0,120.881859,24.668704,10
20200320,機車,普通重型,男,1,0,120.613687,24.332645,10
20200321,機車,普通重型,男,1,1,120.133794,23.172835,11
20200321,機車,普通重型,男,1,0,120.334644,23.475227,10
20200322,機車,普通重型,男,1,0,121.417434,25.025266,10
20200322,機車,普通重型,男,1,1,120.176013,23.165504,11
20200322,機車,普通重型,男,1,0,120.379424,23.733531,10
20200323,機車,普通重型,男,1,1,120.195527,22.936426,11
20200323,機車,普通重型,男,1,0,120.449913,23.605656,10
20200323,機車,普通重型,男,1,0,120.217452,23.462786,10
20200323,機車,普通重型,男,1,0,121.090537,25.006957,10
20200324,機車,普通重型,男,1,0,120.660085,24.156624,10
20200324,機車,普通重型,男,1,1,120.68592,24.175775,11
20200324,機車,普通重型,女,1,1,120.68592,24.175775,11
20200324,機車,普通重型,女,1,3,120.97219,24.796981,13
20200324,機車,普通重型,女,1,3,120.97219,24.796981,13
20200324,機車,普通重型,女,1,3,120.97219,24.796981,13
20200324,機車,普通重型,女,1,3,120.97219,24.796981,13
20200324,機車,普通重型,女,1,3,120.97219,24.796981,13
20200324,機車,普通重型,女,1,3,120.97219,24.796981,13
20200324,機車,普通重型,男,1,3,120.97219,24.796981,13
20200324,機車,普通重型,女,1,3,120.97219,24.796981,13
20200324,機車,普通重型,女,1,3,120.97219,24.796981,13
20200324,機車,普通重型,女,1,3,120.97219,24.796981,13
20200324,機車,普通重型,女,1,3,120.97219,24.796981,13
20200324,機車,普通重型,女,1,3,120.97219,24.796981,13
20200324,機車,普通重型,女,1,3,120.97219,24.796981,13
20200324,機車,普通重型,女,1,3,120.97219,24.796981,13
20200324,機車,普通重型,男,1,3,120.97219,24.796981,13
20200324,機車,普通重型,女,1,3,120.97219,24.796981,13
20200324,機車,普通重型,男,1,0,121.44247,25.053583,10
20200324,機車,普通重型,男,1,1,121.453971,25.033547,11
20200324,機車,普通重型,男,2,0,121.339769,24.968094,20
20200325,機車,普通重型,女,1,0,120.407674,22.587425,10
20200325,機車,普通重型,男,1,0,120.621844,24.049029,10
20200325,機車,普通重型,男,1,0,120.402462,23.610822,10
20200325,機車,普通重型,男,1,0,120.873951,24.690044,10
20200325,機車,普通重型,女,1,1,120.703646,24.111538,11
20200325,機車,普通重型,女,1,0,121.372475,25.006809,10
20200325,機車,普通重型,男,1,2,121.248644,24.944069,12
20200325,機車,普通重型,男,1,2,121.248644,24.944069,12
20200326,機車,普通重型,男,1,1,120.629006,24.292875,11
20200326,機車,普通重型,女,1,0,120.259377,23.751396,10
20200326,機車,普通重型,男,1,1,121.160554,22.754378,11
20200327,機車,普通重型,女,1,0,120.314304,23.157228,10
20200327,機車,普通重型,男,1,1,120.220185,22.820284,11
20200327,機車,普通重型,男,1,1,120.571405,22.753841,11
20200327,機車,普通重型,男,1,1,121.738271,24.328915,11
20200328,機車,普通重型,男,1,0,120.612694,22.879804,10
20200328,機車,普通重型,女,1,1,120.293448,23.717285,11
20200328,機車,普通重型,男,1,1,120.293448,23.717285,11
20200328,機車,普通重型,男,1,0,120.422961,22.727439,10
20200329,機車,普通重型,男,1,0,121.32672,25.078736,10
20200329,機車,普通重型,男,1,0,121.604804,24.024998,10
20200330,機車,普通重型,男,1,0,120.954678,24.878309,10
20200330,機車,普通重型,男,2,3,121.802893,24.770498,23
20200330,機車,普通重型,女,2,3,121.802893,24.770498,23
20200330,機車,普通重型,男,1,1,120.606231,24.089746,11
20200330,機車,普通重型,男,1,1,120.606231,24.089746,11
20200331,機車,普通重型,男,1,0,121.540434,25.051854,10
20200331,機車,普通重型,男,1,0,120.49518,22.70589,10
20200331,機車,普通重型,男,1,1,120.248743,23.74927,11
20200401,機車,普通重型,男,1,1,120.518278,24.075918,11
20200401,機車,普通重型,男,1,1,120.518278,24.075918,11
20200401,機車,普通重型,女,1,0,120.237202,23.37873,10
20200401,機車,普通重型,男,1,1,120.169957,23.000949,11
20200401,機車,普通重型,男,1,1,121.662039,25.069739,11
20200401,機車,普通重型,男,1,2,121.670635,24.66783,12
20200402,機車,普通重型,男,1,1,120.186722,22.988049,11
20200402,機車,普通重型,男,1,0,120.940715,24.835658,10
20200402,機車,普通重型,男,1,0,120.639433,24.218708,10
20200403,機車,普通重型,男,1,0,121.434636,25.054612,10
20200403,機車,普通重型,女,1,0,121.434636,25.054612,10
20200403,機車,普通重型,女,1,0,121.434636,25.054612,10
20200403,機車,普通重型,男,1,0,121.434636,25.054612,10
20200403,機車,普通重型,男,1,0,121.434636,25.054612,10
20200403,機車,普通重型,女,1,0,121.434636,25.054612,10
20200403,機車,普通重型,男,1,0,121.434636,25.054612,10
20200403,機車,普通重型,女,1,0,121.434636,25.054612,10
20200403,機車,普通重型,女,1,0,121.434636,25.054612,10
20200403,機車,普通重型,男,1,0,120.945122,24.618257,10
20200404,機車,普通重型,女,1,0,120.964504,23.968554,10
20200404,機車,普通重型,男,2,0,120.810083,24.096306,20
20200405,機車,普通重型,女,1,1,120.310683,22.635385,11
20200405,機車,普通重型,女,1,1,120.310683,22.635385,11
20200405,機車,普通重型,男,1,0,120.368657,22.634254,10
20200405,機車,普通重型,男,1,0,120.293159,23.308042,10
20200406,機車,普通重型,男,1,1,120.313771,22.63813,11
20200406,機車,普通重型,男,1,1,120.313771,22.63813,11
20200406,機車,普通重型,男,1,0,121.297006,25.010731,10
20200406,機車,普通重型,女,1,1,120.294496,22.675669,11
20200407,機車,普通重型,男,1,0,120.305273,22.758562,10
20200408,機車,普通重型,女,1,0,120.339976,23.960546,10
20200408,機車,普通重型,女,1,0,120.559855,23.747103,10
20200408,機車,普通重型,男,1,0,120.512992,22.777255,10
20200409,機車,普通重型,男,1,0,121.093084,24.736888,10
20200409,機車,普通重型,男,1,0,120.282435,22.719871,10
20200410,機車,普通重型,男,1,0,120.564708,22.404559,10
20200410,機車,普通重型,女,1,0,120.380561,23.267939,10
20200410,機車,普通重型,女,1,0,121.623635,25.021993,10
20200410,機車,普通重型,女,1,0,120.692578,24.102603,10
20200410,機車,普通重型,女,1,0,121.418597,25.029608,10
20200410,機車,普通重型,男,1,0,120.238271,23.755716,10
20200411,機車,普通重型,男,1,0,120.984222,24.836584,10
20200411,機車,普通重型,男,1,0,120.387762,22.747557,10
20200412,機車,普通重型,男,1,0,120.166829,23.335165,10
20200412,機車,普通重型,男,1,0,121.770662,24.662713,10
20200412,機車,普通重型,男,1,0,120.63403,24.0948,10
20200412,機車,普通重型,女,1,0,120.685338,24.169443,10
20200412,機車,普通重型,男,1,0,120.487443,22.775695,10
20200413,機車,普通重型,女,1,0,121.287175,24.898216,10
20200413,機車,普通重型,男,1,0,120.461497,23.513809,10
20200413,機車,普通重型,男,1,0,120.260823,22.985193,10
20200413,機車,普通重型,男,1,0,121.424791,23.663703,10
20200415,機車,普通重型,男,1,0,120.552898,22.625456,10
20200415,機車,普通重型,男,2,0,120.48772,23.684656,20
20200415,機車,普通重型,男,1,2,120.415548,23.355426,12
20200415,機車,普通重型,女,1,0,120.462196,24.136254,10
20200415,機車,普通重型,男,1,0,121.133707,22.807627,10
20200415,機車,普通重型,女,1,0,120.622887,24.341802,10
